LA Code,Year,Region,Coal - Industrial,Coal - Commercial,Coal - Domestic,Coal - Public Sector,Manufactured fuels - Industrial,Manufactured fuels - Domestic,Petroleum products - Industrial,Petroleum products - Commercial,Petroleum products - Domestic,Petroleum products - Public Sector,Petroleum products - Agriculture,Gas - Industrial,Gas - Commercial,Gas - Domestic,Bioenergy & Wastes - Industrial,Bioenergy & Wastes - Commercial,Bioenergy & wastes - Domestic
S92000003,2015,Scotland,0.8974363081128409,0.8974363081128409,1,0.8974363081128409,0.8974363081128409,1,0.8953512846057784,0.9619534355479841,1,0.9619534355479841,1,0.8857913568409151,0.9234297192973915,1,1,0.8397095388788427,1
S92000003,2014,Scotland,0.8974896863626383,0.8974896863626383,1,0.8974896863626383,0.8974896863626383,1,0.8928967505822336,0.9889531392661199,1,0.9889531392661199,1,0.8807766823811559,0.9807763279383943,1,1,1,1
S92000003,2013,Scotland,0.8992862079130884,0.8992862079130884,1,0.8992862079130884,0.8992862079130884,1,0.89358428711106,0.9893457983281747,1,0.9893457983281747,1,0.8799846245270732,0.9807926832779227,1,1,1,1
S92000003,2012,Scotland,0.9015982257038185,0.9015982257038185,1,0.9015982257038185,0.9015982257038185,1,0.8905627453831613,0.98948552725785,1,0.98948552725785,1,0.8802922348849558,0.9808025395589248,1,1,1,1
S92000003,2011,Scotland,0.9008430601449913,0.9008430601449913,1,0.9008430601449913,0.9008430601449913,1,0.8854142704428899,0.9896521064679064,1,0.9896521064679064,1,0.8802769313445806,0.9808087920966311,1,1,1,1
S92000003,2010,Scotland,0.8987571365587138,0.8987571365587138,1,0.8987571365587138,0.8987571365587138,1,0.8768994856613458,0.9895035340923519,1,0.9895035340923519,1,0.8791310212241377,0.9808508564493036,1,1,1,1
S92000003,2009,Scotland,0.8987571365587138,0.8987571365587138,1,0.8987571365587138,0.8987571365587138,1,0.8768994856613458,0.9895035340923519,1,0.9895035340923519,1,0.8791310212241377,0.9808508564493036,1,1,1,1
S92000003,2008,Scotland,0.8987571365587138,0.8987571365587138,1,0.8987571365587138,0.8987571365587138,1,0.8768994856613458,0.9895035340923519,1,0.9895035340923519,1,0.8791310212241377,0.9808508564493036,1,1,1,1
S92000003,2007,Scotland,0.8987571365587138,0.8987571365587138,1,0.8987571365587138,0.8987571365587138,1,0.8768994856613458,0.9895035340923519,1,0.9895035340923519,1,0.8791310212241377,0.9808508564493036,1,1,1,1
S92000003,2006,Scotland,0.8987571365587138,0.8987571365587138,1,0.8987571365587138,0.8987571365587138,1,0.8768994856613458,0.9895035340923519,1,0.9895035340923519,1,0.8791310212241377,0.9808508564493036,1,1,1,1
S92000003,2005,Scotland,0.8987571365587138,0.8987571365587138,1,0.8987571365587138,0.8987571365587138,1,0.8768994856613458,0.9895035340923519,1,0.9895035340923519,1,0.8791310212241377,0.9808508564493036,1,1,1,1
S92000003,2017,Scotland,0.9090036071691312,0.9090036071691312,1,0.9090036071691312,0.9090036071691312,1,0.8743756356896141,0.9619529125666265,1,0.9619529125666265,1,0.8728107830216515,0.9234300480374754,1,1,0.839706773691633,1
S92000003,2018,Scotland,0.9060110879768546,0.9060110879768546,1,0.9060110879768546,0.9060110879768546,1,0.8963835167686807,0.9619529125666265,1,0.9619529125666265,1,0.8976565379058278,0.9234300480374756,1,1,0.839706773691633,1
S92000003,2019,Scotland,0.8947922018259132,0.8947922018259132,1,0.8947922018259132,0.8947922018259132,1,0.8949806910707688,0.9619529125666263,1,0.9619529125666263,1,0.8958893181303502,0.9234300480374754,1,1,0.8397067736916332,1
S92000003,2020,Scotland,0.884633286676746,0.884633286676746,1,0.884633286676746,0.884633286676746,1,0.8993457665712925,0.9619529125666266,1,0.9619529125666266,1,0.8907053193705755,0.9234300480374754,1,1,1,1
